Page,Edits,Editors,Views
"Maria Vorontsova",37,21,1157161
"Wagner Group",156,85,1152022
"F5 Networks",0,0,1143180
"Dune (2021 film)",171,76,1141370
"Casualties of the Russo-Ukrainian War",487,103,1140733
"Pieces of Her (TV series)",92,18,1139265
"Exodus of Kashmiri Hindus",415,63,1134018
"West Side Story (2021 film)",262,100,1132465
"Morbius (film)",259,76,1125229
"XXX: State of the Union",4,4,1119315
"XXX (film series)",10,6,1118858
"Elizabeth II",60,26,1113605
"Joe Biden",55,27,1104911
"Foo Fighters",112,63,1098729
"The Last Kingdom (TV series)",50,26,1082319
"Joseph Stalin",50,25,1074330
"Mikhail Gorbachev",42,31,1070347
"Ariana DeBose",?,?,1068166
"Peaky Blinders (TV series)",?,?,1059546
"Meta Platforms",?,?,1044405
"Richard Williams (tennis coach)",?,?,1035848
"Moon Knight (TV series)",?,?,1025778
"King Richard (film)",?,?,1024499
"Business Proposal",?,?,1023433
"Facebook",?,?,1015937
"Belarus",?,?,1005586
"Hunter Schafer",?,?,1003488
"World War I",?,?,1001333
"Ana de Armas",?,?,990482
"Julia Garner",?,?,983018
"Adolf Hitler",?,?,982435
"Magic Johnson",?,?,973242
"Ryan Reynolds",?,?,960727
"Gangubai Kothewali",?,?,952936
"Barry Keoghan",?,?,949198
"Mila Kunis",?,?,946994
"2022 Formula One World Championship",?,?,939373
"Paul Dano",?,?,932924
"The Dropout (miniseries)",?,?,929561
"United Kingdom",?,?,928087
"Ramzan Kadyrov",?,?,926042
"Katerina Tikhonova",?,?,925673
"Jerry West",?,?,921941
"Encanto (film)",?,?,921522
"War in Donbas",?,?,920537
"Moon Knight",?,?,903101
"Theranos",?,?,898174
"Sarma Melngailis",?,?,896992
"International Women's Day",?,?,894307
"Microsoft Windows",?,?,893709
"CEO",?,?,892561
"Null",?,?,892557
"Pallavi Joshi",?,?,882513
"Jonathan Bailey (actor)",?,?,879754
"Cat",?,?,879088
"Moldova",?,?,876656
"Serena Williams",?,?,875894
"List of states with nuclear weapons",?,?,872975
"List of military engagements during the 2022 Russian invasion of Ukraine",?,?,871886
"Kyiv",?,?,869604
"Brownie (folklore)",?,?,867154
"Boris Yeltsin",?,?,860963
"YouTube Music",?,?,859477
"Dua Lipa",?,?,857930
"Google Classroom",?,?,855157
"Lisa Bonet",?,?,854948
"Wordle",?,?,851677
"Kim Kardashian",?,?,850341
"FGM-148 Javelin",?,?,847879
"Daylight saving time",?,?,841488
"Tommy Lee",?,?,840982
"Android (operating system)",?,?,838638
"Sex",?,?,837953
"Laverne Cox",?,?,829500
"Clarence Thomas",?,?,823910
"Susan Wojcicki",?,?,822062
"Internet",?,?,821414
"Lenny Bruce",?,?,820301
"List of Marvel Cinematic Universe films",?,?,816168
"The Walking Dead (season 11)",?,?,815464
"Jerry Buss",?,?,814941
"Bachchhan Paandey",?,?,809719
"BBC World Service",?,?,807636
"Attack on Titan (season 4)",?,?,806941
"Mariupol",?,?,803221
"Ghost of Kyiv",?,?,802279
"Viktor Yanukovych",?,?,801680
"Andy Warhol",?,?,800943
"YouTube Premium",?,?,798236
"Alina Kabaeva",?,?,796587
"Mikoyan MiG-29",?,?,788095
"Second Chechen War",?,?,786989
"Tom Holland",?,?,785755
"Brittney Griner",?,?,775610
"IOS",?,?,775483
"Oscar Isaac",?,?,775080
"Olena Zelenska",?,?,773743
"August Alsina",?,?,773419
"Lia Thomas",?,?,767645
"Jaden Smith",?,?,766167
"X (2022 film)",?,?,765959
"G.I. Jane",?,?,762933
"WhatsApp",?,?,762408
"Venus Williams",?,?,762274
"Russia–Ukraine relations",?,?,758771
"Netflix",?,?,758205
"XXXTentacion",?,?,757281
"Donald Trump",?,?,755829
"Andrew Garfield",?,?,754828
"Amazon (company)",?,?,747413
"The Gilded Age (TV series)",?,?,745001
"Vikings: Valhalla",?,?,744075
"Crimea",?,?,742242
"2017 Uttar Pradesh Legislative Assembly election",?,?,741253
"Twenty-Five Twenty-One",?,?,740356
"Death on the Nile (2022 film)",?,?,737194
"Matt Reeves",?,?,736921
"The King's Man",?,?,734591
"Georgia (country)",?,?,734313
"Revolution of Dignity",?,?,733400
"Valimai",?,?,733094
"Annexation of Crimea by the Russian Federation",?,?,731490
"List of highest-grossing Indian films",?,?,731250
"Jared Leto",?,?,730091
"Tammy Faye Messner",?,?,728225
"Adam Neumann",?,?,724661
"Eurovision Song Contest 2022",?,?,724282
"European Union",?,?,724024
"Baykar Bayraktar TB2",?,?,722511
"Dmitry Medvedev",?,?,716857
"President of Ukraine",?,?,716029
"Grigori Rasputin",?,?,711444
"Siege of Mariupol",?,?,710885
"Grimes (musician)",?,?,709600
"Leif Erikson",?,?,709103
"2021 Formula One World Championship",?,?,708654
"Bhagwant Mann",?,?,708186
"Lewis Hamilton",?,?,708053
"Tom Brady",?,?,707863
"UFC 272",?,?,706127
"Dave Grohl",?,?,704295
"China",?,?,704096
"Aphasia",?,?,702744
"Edward the Elder",?,?,702019
"Saint Peter's University",?,?,699034
"Petro Poroshenko",?,?,694929
"Holodomor",?,?,692146
"S. S. Rajamouli",?,?,689526
"Severance (TV series)",?,?,688020
"Jason Momoa",?,?,683309
"Arnold Schwarzenegger",?,?,681291
"Dwayne Johnson",?,?,681231
"Billie Eilish",?,?,679826
"List of prime ministers of India",?,?,679092
"Willow Smith",?,?,678248
"Uncharted (film)",?,?,677754
"Ernest Shackleton",?,?,670720
"Donbas",?,?,669389
"Sandra Bullock",?,?,668065
"Heath Ledger",?,?,667445
"Alfred the Great",?,?,667038
"Taiwan",?,?,666322
"Antonov An-225 Mriya",?,?,664410
"List of countries by GDP (nominal)",?,?,664163
"List of Tor onion services",?,?,663307
"The Marvelous Mrs. Maisel",?,?,662966
"JavaScript",?,?,661197
"Academy Awards",?,?,660256
"The Pirate Bay",?,?,657824
"Lockheed Martin F-35 Lightning II",?,?,655736
"Pat Riley",?,?,653730
"LeBron James",?,?,653148
"Russian Armed Forces",?,?,652882
"China Eastern Airlines Flight 5735",?,?,652824
"Poland",?,?,652491
"Jesse Plemons",?,?,650867
"Farooq Ahmed Dar",?,?,649992
"New York City",?,?,648623
"Holi",?,?,648379
"2022 NCAA Division I Men's Basketball Tournament",?,?,648053
"History of Ukraine",?,?,647824
"Japan",?,?,647669
"Scream (2022 film)",?,?,646829
"2022 in film",?,?,646221
"Hart family murders",?,?,643886
"Marlee Matlin",?,?,643864
"Lionel Messi",?,?,642845
"The Thing About Pam",?,?,640477
"Shaheen Holloway",?,?,639643
"Ben Affleck",?,?,639150
"Phil Collins",?,?,638275
"Atomic bombings of Hiroshima and Nagasaki",?,?,634749
"Transnistria",?,?,634668
"Kenneth Branagh",?,?,634364
"Timothée Chalamet",?,?,630948
"World War III",?,?,629964
"Death of Conrad Roy",?,?,629931
"Rachel Zegler",?,?,628824
"Michael Jordan",?,?,627343
"Raindrop cake",?,?,626994
"Licorice Pizza",?,?,626480
"Jessica Chastain",?,?,623990
"Ides of March",?,?,622919
"Top Boy",?,?,621302
"Toni Collette",?,?,621008
"Russo-Georgian War",?,?,620877
"WeWork",?,?,620875
"Maurizio Gucci",?,?,619232
"Cold War",?,?,617462
"UFC Fight Night: Volkov vs. Aspinall",?,?,612308
"Ahn Hyo-seop",?,?,611205
"Michael Jackson",?,?,606777
"Deutsche Welle",?,?,602613
"NCAA Division I Men's Basketball Tournament",?,?,599745
"C++",?,?,598090
"Lenny Kravitz",?,?,596944
"Vitali Klitschko",?,?,590558
"Jussie Smollett",?,?,589510
"Elliot Page",?,?,588977
"Our Flag Means Death",?,?,588627
"Germany",?,?,588383
"Halo (TV series)",?,?,586919
"Canada",?,?,585221
"Stepan Bandera",?,?,580557
"Czech Republic",?,?,580488
"English Wikipedia",?,?,580029
"Winning Time: The Rise of the Lakers Dynasty",?,?,579367
"Tupac Shakur",?,?,577365
"Dominic Fike",?,?,573993
"Vladimir Lenin",?,?,573977
"Alexa Demie",?,?,573596
"List of highest-grossing films",?,?,573534
"Mayim Bialik",?,?,572131
"My Dress-Up Darling",?,?,572002
"Barack Obama",?,?,571303
"Spider-Man (2002 film)",?,?,571067
"Shaquille O'Neal",?,?,570826
"Batman",?,?,570817
"Etharkkum Thunindhavan",?,?,570136
"83 (film)",?,?,568974
"Australia",?,?,568850
"Kirsten Dunst",?,?,568699
"Keystone Pipeline",?,?,568356
"Belfast (film)",?,?,567736
"Leonardo DiCaprio",?,?,566891
"Troy Kotsur",?,?,566501
"Cnut",?,?,566450
"Google Maps",?,?,565658
"Jane Campion",?,?,564557
"Endurance (1912 ship)",?,?,564458
"No Time to Die",?,?,562487
"Scarlett Johansson",?,?,561836
"Demi Moore",?,?,561760
"Colin Farrell",?,?,561418
"Donetsk People's Republic",?,?,560551
"Russell Wilson",?,?,560247
"Article 370 of the Constitution of India",?,?,554817
"Elvis Presley",?,?,554446
"Turkey",?,?,551639
"Vietnam War",?,?,551114
"Saint Patrick",?,?,550377
"Nightmare Alley (2021 film)",?,?,548919
"Drive My Car (film)",?,?,548446
"List of Bollywood films of 2022",?,?,546583
"1983 Cricket World Cup",?,?,546583
"Pushpa: The Rise",?,?,544355
"Academy Award for Best Picture",?,?,543856
"Cillian Murphy",?,?,542785
"Rebekah Neumann",?,?,540377
"Alexander Lukashenko",?,?,540357
"UEFA Champions League",?,?,539213
"Sydney Sweeney",?,?,538038
"Saint Peter's Peacocks basketball",?,?,537584
"Chelsea F.C.",?,?,536945
"RuPaul's Drag Race (season 14)",?,?,536942
"Rihanna",?,?,535781
"Charles Leclerc",?,?,535095
"EBay",?,?,534395
"2022 South Korean presidential election",?,?,534105
"Dorothea Puente",?,?,532165
"Patrizia Reggiani",?,?,531194
"Tom Parker (singer)",?,?,530748
"Madison Cawthorn",?,?,528124
"Wladimir Klitschko",?,?,526907
"Microsoft Teams",?,?,525971
"Colby Covington",?,?,525944
"Doctor Strange in the Multiverse of Madness",?,?,525379
"Ozark (TV series)",?,?,523843
"The Dark Knight (film)",?,?,523632
"Emilia Jones",?,?,522492
"Queen Victoria",?,?,522091
"List of American films of 2022",?,?,521909
"2022 FIFA World Cup qualification (UEFA)",?,?,520545
"Kristen Stewart",?,?,519764
"Video hosting service",?,?,519534
"Bheemla Nayak",?,?,517436
"Ezra Miller",?,?,517093
"Alexander Dreymon",?,?,516355
"Chelsea Manning",?,?,515950
"Lucille Ball",?,?,515586
"Kareem Abdul-Jabbar",?,?,515040
"Premier League",?,?,513234
"Nicolas Cage",?,?,512669
"Europe",?,?,510111
"Rosa Bonheur",?,?,510073
"Ansel Elgort",?,?,509649
"Sebastian Stan",?,?,509274
"Pakistan",?,?,508799
"K.G.F: Chapter 2",?,?,508799
"Tom Hardy",?,?,508583
"Deshaun Watson",?,?,508466
"FIM-92 Stinger",?,?,507570
"Kim Se-jeong",?,?,506515
"COVID-19 pandemic",?,?,504940
"Mahatma Gandhi",?,?,504795
"Oswald Mosley",?,?,504510
"Æthelstan",?,?,504254
"Armed Forces of Ukraine",?,?,504218
"Stephen Curry",?,?,504166
"Raised by Wolves (American TV series)",?,?,503374
"Pornhub",?,?,503358
"Yellowstone (American TV series)",?,?,501806
"Tom Cruise",?,?,500559
"Keanu Reeves",?,?,497938
"Glory to Ukraine",?,?,497359
"List of Attack on Titan episodes",?,?,496916
"Jessica Pressler",?,?,495589
"Los Angeles Lakers",?,?,495446
"Julia Fox (actress)",?,?,494451
"Revolution (2022)",?,?,494290
"Albert Einstein",?,?,493696
"Bheeshma Parvam",?,?,493168
"Periodic table",?,?,489249
"MacOS",?,?,489125
"Eminem",?,?,487866
"Twitter",?,?,486875
"2021–22 UEFA Champions League",?,?,485812
"Nowruz",?,?,485522
"N. T. Rama Rao Jr.",?,?,485345
"Anna Chlumsky",?,?,484887
"Afghanistan",?,?,484682
"Budapest Memorandum on Security Assurances",?,?,484564
"Hayden Panettiere",?,?,484121
"Yasin Malik",?,?,483412
"Kyiv offensive (2022)",?,?,483006
"AeroVironment Switchblade",?,?,482931
"Artificial intelligence",?,?,482516
"Channing Tatum",?,?,479632
"France",?,?,479413
"Freddie Mercury",?,?,478455
"Winston Churchill",?,?,478224
"Kurt Cobain",?,?,478141
"Renée Zellweger",?,?,477963
"Doja Cat",?,?,477961
"Telegram (software)",?,?,477476
"Stanley Tucci",?,?,476964
"United Nations",?,?,476437
"Dissolution of the Soviet Union",?,?,475727
"The Lost City (2022 film)",?,?,475720
"Nikita Khrushchev",?,?,475548
"Kamala Harris",?,?,475065
"BTS",?,?,474774
"Jacob Elordi",?,?,474536
"Tsar Bomba",?,?,474166
"Iraq War",?,?,473655
"Rod Marsh",?,?,472651
"Lily James",?,?,471925
"Jorge Masvidal",?,?,471602
"Roblox",?,?,471380
"List of James Bond films",?,?,471110
"Kylie Jenner",?,?,470583
"Alexei Navalny",?,?,470244
"Jennifer Garner",?,?,470049
"The Tashkent Files",?,?,470040
"List of Peaky Blinders episodes",?,?,469601
"Eternals (film)",?,?,466695
"Kashmiri Pandits",?,?,466662
"Amanda Seyfried",?,?,464378
"Upload (TV series)",?,?,463695
"Wiki",?,?,463522
"Euromaidan",?,?,463190
"Anne Hathaway",?,?,462948
"Batman in film",?,?,462895
"Angus Cloud",?,?,459400
"Ariana Grande",?,?,458371
"Charles, Prince of Wales",?,?,458160
"Singapore",?,?,458070
"Serbia",?,?,457982
"Evan Rachel Wood",?,?,457442
"Marvel Cinematic Universe",?,?,456634
"List of states and territories of the United States",?,?,456618
"Viktor Yushchenko",?,?,456483
"Manchester United F.C.",?,?,456369
"The Eyes of Tammy Faye (2021 film)",?,?,456330
"Jeff Bezos",?,?,456131
"Ashton Kutcher",?,?,455784
"Yogi Adityanath",?,?,454402
"John F. Kennedy",?,?,454261
"Philippines",?,?,453970
"Abraham Lincoln",?,?,453782
"Michael Schumacher",?,?,452929
"Pam & Tommy",?,?,452861
"Kobe Bryant",?,?,452767
"Killing Eve",?,?,452626
"Jen Psaki",?,?,452522
"Starstreak",?,?,452262
"Dolly Parton",?,?,452037
"Machine Gun Kelly (musician)",?,?,451448
"Ram Charan",?,?,450624
"Tulsi Gabbard",?,?,450618
"Christian Bale",?,?,448545
"Finland",?,?,447935
"President of Russia",?,?,447750
"Non-fungible token",?,?,447619
"Catherine the Great",?,?,447509
"Daisy Edgar-Jones",?,?,447498
"The Walking Dead (TV series)",?,?,447271
"Elizabeth Hurley",?,?,447137
"Battle of Kyiv (2022)",?,?,446749
"Snoop Dogg",?,?,446616
"Marvel Cinematic Universe: Phase Four",?,?,446496
"Justin Bieber",?,?,446495
"Narendra Modi",?,?,445308
"Zoe Saldaña",?,?,445038
"The Weekend Away",?,?,444380
"2022 FIFA World Cup qualification – CONCACAF Third Round",?,?,444272
"Nicholas II of Russia",?,?,443585
"Kazakhstan",?,?,443488
"Jonathan Larson",?,?,443011
"Star Trek: Picard",?,?,442435
"Tor missile system",?,?,441933
"Xi Jinping",?,?,441219
"Alia Bhatt",?,?,440856
"2022 elections in India",?,?,440578
"Taylor Swift",?,?,440351
"Yugoslavia",?,?,440322
"Angelina Jolie",?,?,440134
"George VI",?,?,439944
"Ashleigh Barty",?,?,439868
"Ottoman Empire",?,?,439820
"Charithra Chandran",?,?,439121
"Diana, Princess of Wales",?,?,439025
"English language",?,?,438971
"Lily Collins",?,?,438081
"London",?,?,437591
"TikTok",?,?,436888
"Benedict Cumberbatch",?,?,436484
"Jim Bakker",?,?,435386
"Bharatiya Janata Party",?,?,434255
"Lady Gaga",?,?,432262
"KGB",?,?,432063
"Kievan Rus'",?,?,432004
"Odessa",?,?,431980
"Denzel Washington",?,?,430718
"Winter War",?,?,430403
"Steak and Blowjob Day",?,?,430342
"2022 FIFA World Cup qualification (CONMEBOL)",?,?,429565
"Clint Eastwood",?,?,429280
"List of awards and nominations received by Will Smith",?,?,429027
"Muhammad Ali",?,?,428269
"Marilyn Monroe",?,?,427646
"Traci Braxton",?,?,427546
"Marlon Brando",?,?,426145
"Sonic the Hedgehog 2 (film)",?,?,425908
"Karim Benzema",?,?,425897
"North Macedonia",?,?,425597
"2022 Punjab Legislative Assembly election",?,?,425542
"Brad Pitt",?,?,425114
"Outlander (TV series)",?,?,424687
"Jhund (film)",?,?,424347
"2021–2022 Russo-Ukrainian crisis",?,?,423749
"Kaliningrad",?,?,423341
"Steve Jobs",?,?,422961
"Cain Velasquez",?,?,422200
"Pornography",?,?,421543
"Franklin D. Roosevelt",?,?,421009
"Peacemaker (TV series)",?,?,420927
"Sexual intercourse",?,?,420761
"Free Guy",?,?,420703
"Kremlin",?,?,420167
"California",?,?,419423
"Napoleon",?,?,418880
"Israel",?,?,418751
"Travis Kalanick",?,?,418622
"Blake Lively",?,?,418557
"Google Drive",?,?,417957
"Samuel L. Jackson",?,?,417617
"Heaven's Gate (religious group)",?,?,417445
"Jujutsu Kaisen",?,?,417321
"Malaysia Airlines Flight 370",?,?,416557
"Syrian civil war",?,?,415247
"Ronald Reagan",?,?,415125
"Flag of Ukraine",?,?,414695
"Nancy Pelosi",?,?,414683
"Music",?,?,414417
"Zaporizhzhia Nuclear Power Plant",?,?,414404
"Where the Crawdads Sing",?,?,414267
"Anupam Kher",?,?,414208
"Helen McCrory",?,?,413725
"UFC 273",?,?,412309
"Sukhoi Su-57",?,?,412191
"Jeanie Buss",?,?,411977
"NATO bombing of Yugoslavia",?,?,411587
"Taika Waititi",?,?,411426
"List of ongoing armed conflicts",?,?,411397
"Romania",?,?,411043
"Hogwarts Legacy",?,?,410931
"West Side Story",?,?,410176
"The Godfather",?,?,409053
"Jim Carrey",?,?,408762
"House of Gucci",?,?,408429
"Sam Elliott",?,?,408149
"Don't Look Up",?,?,408068
"RT (TV network)",?,?,408014
"Attack on Titan",?,?,407730
"Ukrainian Air Force",?,?,407676
"2022 FIFA World Cup qualification – UEFA Second Round",?,?,407358
"FIFA World Cup",?,?,407200
"Johnny Depp",?,?,407124
"Caitlyn Jenner",?,?,406902
"Reacher (TV series)",?,?,406658
"Greenland",?,?,406657
"Vitaly Gerasimov",?,?,406591
"2022 FIFA World Cup qualification (CONCACAF)",?,?,405717
"Eritrea",?,?,405353
"Alan Ritchson",?,?,405302
"Blacklight (film)",?,?,405184
"Babi Yar",?,?,404671
"Critical race theory",?,?,404454
"Riddler",?,?,403862
"Lauren Boebert",?,?,403312
"Netherlands",?,?,403008
"Jennifer Lawrence",?,?,402931
"Yoon Suk-yeol",?,?,401971
"Ukraine–NATO relations",?,?,401803
"Russian Empire",?,?,401775
"Mark Wahlberg",?,?,401603
"T-90",?,?,401218
"Ramesh Balwani",?,?,401089
"Fantastic Beasts: The Secrets of Dumbledore",?,?,400958
"List of Pixar films",?,?,400954
"Oligarchy",?,?,400557
"First Chechen War",?,?,400447
"Max Verstappen",?,?,400040
"Star Trek: Picard (season 2)",?,?,399370
"Pachinko (TV series)",?,?,399281
"Steven Seagal",?,?,399185
"Ramadan",?,?,399153
"Warsaw Pact",?,?,398728
"Taboo (2017 TV series)",?,?,398565
"List of ethnic slurs",?,?,398126
"Toto Wolff",?,?,397969
"Elton John",?,?,397819
"Indian Premier League",?,?,397287
"George V",?,?,397271
"Omegle",?,?,396608
"Kosovo",?,?,395872
"XXX (2002 film)",?,?,395332
"Hunter Biden",?,?,395088
"UFC Fight Night: Blaydes vs. Daukaus",?,?,395022
"Z (military symbol)",?,?,394587
"Kapil Dev",?,?,394307
"Molotov cocktail",?,?,394016
"William Shakespeare",?,?,393791
"Beast (2022 film)",?,?,393702
"South Korea",?,?,392623
"Formula One",?,?,392082
"Sean Penn",?,?,391638
"Gulf War",?,?,391516
"Radio Free Europe/Radio Liberty",?,?,391372
"Central Intelligence Agency",?,?,390889
"Kharkiv",?,?,390819
"Tuppence Middleton",?,?,390406
"Judy Garland",?,?,390383
"List of NBA champions",?,?,388712
"XXXX (album)",?,?,388655
"Amy Schumer",?,?,387776
"The Dark Knight Rises",?,?,387547
"Boris Johnson",?,?,387416
"Æthelred the Unready",?,?,387228
"Obi-Wan Kenobi (TV series)",?,?,387103
"Imran Khan",?,?,386711
"Soviet–Afghan War",?,?,386320
"Alec Baldwin",?,?,385653
"Steve Harvey",?,?,385316
"Badhaai Do",?,?,385251
"Murder of Junko Furuta",?,?,385172
"Marilyn Manson",?,?,385110
"Saddam Hussein",?,?,385032
"Black Sun (symbol)",?,?,384507
"Ukrainian language",?,?,384203
"England",?,?,383990
"How I Met Your Father",?,?,383916
"Against the Ice",?,?,383813
"Tyreek Hill",?,?,383679
"Zodiac Killer",?,?,383563
"Mark Ruffalo",?,?,383494
"Simon Leviev",?,?,383299
"UFC Fight Night: Santos vs. Ankalaev",?,?,383183
"FIDE Grand Prix 2022",?,?,382662
"Karl Glusman",?,?,382614
"Lithuania",?,?,382435
"Conor McGregor",?,?,381817
"Gucci",?,?,381764
"Edward VIII",?,?,381110
"Mother's Day",?,?,380490
"Apple Inc.",?,?,380358
"FC Barcelona",?,?,379656
"Maaran (2022 film)",?,?,379580
"United Arab Emirates",?,?,379278
"Rudra: The Edge of Darkness",?,?,378732
"Succession (TV series)",?,?,378714
"Fascism",?,?,378695
"Battle of Stalingrad",?,?,378660
"Kris Jenner",?,?,378048
"Wikimedia Foundation",?,?,378024
"Nikita Mazepin",?,?,377839
"Susie Wolff",?,?,377770
"Courteney Cox",?,?,377677
"Italy",?,?,377576
"Tupolev Tu-141",?,?,377066
"Kevin Costner",?,?,376702
"Cynthia Ann Parker",?,?,376529
"Jodie Comer",?,?,375856
"Jennifer Lopez",?,?,375690
"Maude Apatow",?,?,374530
"Robin Williams",?,?,374192
"Khabib Nurmagomedov",?,?,373429
"Al Jazeera",?,?,373056
"Morbius, the Living Vampire",?,?,372986
"Robert Downey Jr.",?,?,372468
"Peter Sarsgaard",?,?,372338
"Sergei Shoigu",?,?,372070
"Jennifer Aniston",?,?,371383
"List of UFC events",?,?,370417
"Switzerland",?,?,369820
"General Dynamics F-16 Fighting Falcon",?,?,369794
"List of countries and dependencies by population",?,?,369748
"Everything Everywhere All at Once",?,?,369680
"Alisher Usmanov",?,?,369556
"Ash Wednesday",?,?,369234
"Uttar Pradesh Legislative Assembly",?,?,368740
"2022 FIFA World Cup qualification (OFC)",?,?,368506
"Pravin Tambe",?,?,368352
"Roman Polanski",?,?,368351
"Jack McKinney (basketball)",?,?,368245
"Nazi Germany",?,?,368137
"Sandra Oh",?,?,367877
"Kherson",?,?,367526
"T-14 Armata",?,?,367270
"Virginia Thomas",?,?,367259
"Iran",?,?,366547
"Sunny Balwani",?,?,366265
"Ragnar Lodbrok",?,?,365360
"South Africa",?,?,365342
"Turkish Radio and Television Corporation",?,?,365287
"Cuban Missile Crisis",?,?,365134
"Paul Thomas Anderson",?,?,365087
"Muammar Gaddafi",?,?,365085
"Ian Gibbons (biochemist)",?,?,364986
"Lockheed Martin F-22 Raptor",?,?,364796
"Kh-47M2 Kinzhal",?,?,364532
"Liverpool F.C.",?,?,364284
"COVID-19",?,?,364125
"Alligator-class landing ship",?,?,363926
"Saudi Arabia",?,?,363592
"Daniel Ricciardo",?,?,363524
"Darshan Kumar",?,?,363309
"1883 (TV series)",?,?,363250
"Anya Taylor-Joy",?,?,363096
"Avril Lavigne",?,?,362753
"Minsk agreements",?,?,362701
"Tobey Maguire",?,?,362697
"MIM-104 Patriot",?,?,362229
"North America",?,?,362020
"Amanda Bynes",?,?,361814
"Olivia Rodrigo",?,?,361535
"Tyler Henry",?,?,361081
"U.S. state",?,?,360747
"Suki Waterhouse",?,?,360534
"Jean-Michel Basquiat",?,?,360493
"Larry Bird",?,?,360393
"Indian National Congress",?,?,359978
"All of Us Are Dead",?,?,359977
"Jake Gyllenhaal",?,?,359973
"Liam Neeson",?,?,359948
"List of leaders of Russia",?,?,359929
"Once Upon a Time in Hollywood",?,?,359432
"John Cena",?,?,359306
"Uttar Pradesh",?,?,359037
"List of presidents of the United States",?,?,358471
"Kim Min-kyu (actor)",?,?,358246
"Pi",?,?,358173
"Yulia Tymoshenko",?,?,358049
"Indonesia",?,?,357949
"2003 invasion of Iraq",?,?,357409
"2022 Indian Premier League",?,?,357347
"John Turturro",?,?,357237
"SmartBear",?,?,356828
"Ted Lasso",?,?,356414
"Regé-Jean Page",?,?,355579
"American Song Contest",?,?,354940
"Estonia",?,?,354798
"Nicole Kidman",?,?,354608
"Valery Gerasimov",?,?,354093
"Al Pacino",?,?,354070
"Madonna",?,?,353533
"Michael Keaton",?,?,352749
"Emma Watson",?,?,352544
"List of countries and dependencies by area",?,?,352466
"Bradley Cooper",?,?,352174
"Lviv",?,?,352076
"Prince Philip, Duke of Edinburgh",?,?,350914
"Bangladesh",?,?,350665
"The Holocaust",?,?,350427
"WeCrashed",?,?,350105
"Rita Moreno",?,?,349792
"Kevin Magnussen",?,?,349786
"Batman Begins",?,?,349106
"Minecraft",?,?,348783
